25423295|A Case of the Intrapulmonary Spread of Recurrent Respiratory Papillomatosis With;Malignant Transformation.|2015|Carcinoma|The American Journal Of The Medical Sciences|Xiao, Yang;Wang, Jun;Han, Demin;Ma, Lijing|Objectives:: To describe an individual with recurrent respiratory papillomatosis;that extended into the lung parenchyma and underwent malignant transformation and;to discuss the characteristic imaging findings associated with this condition.;Methods:: The clinical presentation of an individual with this unusual malignant;transformation was reviewed. A literature search was performed to characterize;the epidemiology, imaging findings and management of this condition. Results::;The patient underwent 30 courses of surgery over 21 years and presented;disseminated pulmonary papilloma after childbirth. The interval between;dissemination into the lung and malignant transformation was 2.5 years. The;tracheal papilloma was positive for type 6 of human papilloma virus (HPV-6). She;died because she refused further treatment. Conclusions:: The clinician should;have a high index of suspicion for lung papillomatosis in patients with a;tracheotomy. Appropriate diagnostic imaging studies will be helpful in reaching;this diagnosis and determining whether a malignancy exists. Treatment options;have limited success when lung papillomatosis becomes malignant.|4.86
19705306|MicroRNAs: critical mediators of differentiation, development and disease.|2009|Carcinoma|Swiss Medical Weekly|Friedman, Jeffrey M.;Jones, Peter A.|MicroRNAs (miRNAs) are small non-coding RNAs that are expressed in higher;eukaryoates and have even been found in viral genomes. They usually act as;endogenous repressors of target genes by either inhibiting translation, causing;mRNA degradation, or by a combination of both mechanisms. More than 850 mature;miRNA sequences have been identified in humans, and although this accounts for;less than 2% of human genes, it is predicted that 30% of mRNAs are targeted by;miRNAs. miRNAs play critical roles in most cellular processes including;development, differentiation, and the homeostasis of both a cell and an organism.;Moreover, many disease states, including cancer, occur or are sustained by miRNA;dysregulation. Here we will review the latest reports of miRNA involvement and;aberrant expression in human disease with an emphasis on cancer.|4.16
14132167|Carcinoma of the Larynx: Results of Therapy.|1964|Melanoma|Canadian Medical Association Journal|Bryce, Douglas P.|Prognosis of laryngeal carcinoma varies considerably, depending on its site and;stage of development. In the past, laryngectomy was considered the treatment of;choice for all but very early lesions. Results of therapy and five-year survival;rates were relatively good, but the patient deprived of his larynx frequently;presented difficulties in rehabilitation.Recent advances in radiotherapy;techniques have permitted treatment of a greater proportion of patients with;laryngeal carcinoma by this means, with encouraging results. Results of a survey;in the Toronto area suggest that radiotherapy should be used as primary treatment;in early and intermediate stages of the disease; radical excision combined with;radiotherapy is indicated for treatment failures among early cases and for those;with far-advanced disease or carcinoma outside the larynx proper. With this;program five-year survival rates are comparable to those achieved when;laryngectomy is the primary treatment used, and two-thirds of those who survive;maintain laryngeal function.|3.56
20051549|Physician Supply and Breast Cancer Survival.|2010|Carcinoma|Journal Of The American Board Of Family Medicine : Jabfm|Gorey, Kevin M.;Luginaah, Isaac N.;Fung, Karen Y.;Bartfay, Emma;Hamm, Caroline;Wright, Frances C.;Balagurusamy, Madhan;Holowaty, Eric J.|Background: This study tested the hypothesis that physician supply thresholds are;associated with breast cancer survival in Ontario. Methods: The 5-year survival;of 17,820 female breast cancer patients diagnosed between 1995 and 1997 was;surveilled until 2003 for all-cause mortality. Physician supply densities in 1991;and 2001 were computed for 49 Ontario regions. Results: There were independent;threshold effects for general practitioners (GP; 7.25 per 10,000) and;obstetrician/gynecologists (OB/GYN; 6 per 100,000) at or above which women with;breast cancer were more likely to survive for 5 years. The respective risk of;living in areas undersupplied with OB/GYN and GP increased 30% to nearly 5-fold;during the 1990s. Five-year survival tended to be lower in provincial areas;outside of Toronto, which experienced GP (odds ratio, 0.83; 90% CI, 0.70–0.99);and OB/GYN (odds ratio, 0.76; 95% CI, 0.61–0.96) supply decreases. Conclusion: As;they do in America, primary care physician supplies in Canada seem to matter in;the effective provision of cancer care. Community resources such as health care;service endowments, including physician supplies, may be particularly critical to;the performance of health care systems such as Canada’s, which aim to provide;medically necessary care for all.|3.39
23985381|Oral cancer in the UAE: a multicenter, retrospective study.|2013|Carcinoma|The Libyan Journal Of Medicine|Anis, Raeefa;Gaballah, Kamis|Aim: To determine the prevalence of various malignant oral lesions in the UAE and;correlate cases of squamous cell carcinomas with age, gender, site, grade,;clinical presentations at the time of diagnosis, and the prevalence of neck;metastasis. Materials and methods: A multicenter, retrospective study was;conducted at four major hospitals in the UAE. The study was based on;histopathology reports of biopsies of oral tissues. Results: Of the 992 oral;biopsy reports retrieved, 147 cases of malignant tumors were found which;accounted for 14.9% of the total biopsies. Fifteen different types of malignant;lesions were diagnosed, of which oral squamous cell carcinoma (OSCC) was the most;prevalent and made up 11.4% of the overall oral biopsies retrieved. The commonest;presentation of cancer was ulceration (31.17%), followed by lumps and white;lesions. The most common site where the lesions were diagnosed was the tongue;(51.9%), followed by the cheeks and lips. OSCC accounted for 77% of all;malignancies reported. Neck dissections were conducted in only 20.8% of all OSCC;cases diagnosed at Mafraq and Tawam hospitals, of which 43.75% showed evidence of;neck metastasis. Conclusion: Oral cancer is not an uncommon disease in the UAE.;This may mandate more awareness campaigning, including screening procedures for;early detection of cancerous lesions and other potentially malignant oral;diseases. Elective neck dissections to detect lymph node metastasis should be;more routinely performed, in particular for tongue carcinomas because of the;early neck involvement potential.|2.88
19122835|Educating osteopaths to be researchers – what role should research methods and;statistics have in an undergraduate curriculum?|2008|Carcinoma|International Journal Of Osteopathic Medicine : Ijom|Licciardone, John C.|Evidence-based medicine (EBM) involves using research data to enhance the;diagnosis and treatment of clinical disorders. Somatic dysfunction and;osteopathic manipulative treatment (OMT) are two unique aspects of osteopathy;that will benefit from a greater emphasis on scientific evidence. Most evidence;in osteopathy is based on expert opinions, case reports, case series, and;observational studies. Only one systematic review of randomized controlled;trials, involving OMT for low back pain, has been published. Although this study;demonstrates the efficacy of OMT for low back pain, other clinical trials are;needed to expand the evidence base in osteopathy. Undergraduate osteopathy;curricula should ensure that students acquire the tools necessary to become;knowledgeable consumers of the research and statistics presented in biomedical;journals. Such curricula need to be supplemented with graduate training programs;and research funding mechanisms to ensure that young osteopathic researchers are;able to produce the research needed to practice and advance evidence-based;osteopathy in the future.|2.6
26109557|AGO Austria recommendations for genetic testing of patients with ovarian cancer.|2015|Carcinoma|Wiener Klinische Wochenschrift|Marth, Christian;Hubalek, Michael;Petru, Edgar;Polterauer, Stephan;Reinthaller, Alexander;Schauer, Christian;Scholl-Firon, Tonja;Singer, Christian F.;Zschocke, Johannes;Zeimet, Alain G.|In Austria, 700 women are diagnosed every year with ovarian carcinoma.;Approximately 15?% of the patients with epithelial ovarian cancer have a germline;mutation in the BRCA1 or BRCA2 genes. The increased incidence of breast and/or;ovarian cancer in genetically related family members has given rise to the term;“hereditary breast and ovarian cancer syndrome” (HBOC). Some 25–55?% of these;in-family diseases are attributed to germline mutations of BRCA1 or BRCA2, and;approximately 5–10?% to other known tumor predisposition syndromes. The remaining;persons may carry mutations in as yet unidentified genes. HBOC caused by BRCA1;and BRCA2 mutations is an autosomal dominant disorder with high penetrance. BRCA1;and BRCA2 encode for so-called tumor suppressor proteins. Inherited functional;mutations of these genes cause loss of function of the respective allele. Loss of;function of the second allele causes complete loss of the corresponding protein;and facilitates the development of a malignancy.The Association of Gynecologic;Oncology recommends that testing for a germline mutation in BRCA1 or BRCA2 should;be offered to all patients with epithelial ovarian cancer. When mutations in;BRCA1, BRCA2, or other cancer-susceptibility genes have been identified, patients;with ovarian carcinoma can be treated with new, innovative therapies. This;recommendation is intended as a standard guideline for genetic testing of;patients with an ovarian carcinoma.|1.99
23273237|The gastro-esophageal malignancies in Northern Iran research project: impact on;the health research and health care systems in Iran.|2013|Melanoma|Archives Of Iranian Medicine|Sepanlou, Sadaf G.;Etemadi, Arash;Kamangar, Farin;Pourshams, Akram;Poustchi, Hossein;Islami, Farhad;Sadjadi, Alireza;Nasrollahzadeh, Dariush;Semnani, Shahryar;Abnet, Christian;Ponder, Bruce;Pharoh, Paul;day, Nick;Brennan, Paul;Boffetta, Paolo;Dawsey, Sanford M;Malekzadeh, Reza|Since 2000, considerable progress has been made in health research in Iran. An;example of this progress has been the Gastro- Esophageal Malignancies in Northern;Iran (GEMINI). The original aim of this project was to identify etiologic factors;and prevention measures for upper gastrointestinal cancers in Northern provinces;of Iran, but its achievements have gone much beyond the initial goal. This;project is one of the largest studies in the Middle East and North African;region, has helped build and strengthen research capacity at both individual and;institutional levels in Iran, and has provided international credibility to;research institutes and the wider research system in Iran. The success of GEMINI;reveals the feasibility of large-scale studies in developing countries and serves;as a successful model not only for health research institutes within Iran, but;also for research systems in other developing countries. The outcomes of the;project are numerous, including establishment of research networks, development;of efficient methods for planning and implementation of research projects, and;introduction of methodologies for project management, data management and usage;of health technology. Finally and perhaps most importantly, GEMINI is among the;few projects that has had a significant impact on the attitudes and concerns of;decision makers in the health sector in Iran. It signifies the importance of;investment in human resources and has proved that health policies should be;health-based rather than patient-based. Here we review the impact of GEMINI on;the health research system and the broader health care system of Iran and put;these into a more global perspective.|1.92
6462989|Carcinoma of the vagina presenting as a ruptured procidentia with an;entero-vaginal fistula and prolapse of the small bowel.|1984|Carcinoma|Postgraduate Medical Journal|Howat, J. M. T.;Mohandas, I.;Stassan, L.;Daw, E.|A case of a carcinoma of the vagina which presented as a ruptured procidentia;with an entero-vaginal fistula and prolapse of the small bowel is;reported.Images: Fig. 1|1.68
25336875|Treating medullary thyroid carcinoma in a tertiary center. Current trends and;review of the literature.|2014|Carcinoma|Hippokratia|Prokopakis, E;Doulaptsi, M;Kaprana, A;Velegrakis, S;Vlastos, Y;Velegrakis, G|Objectives:: We present the clinical outcome and long-term survival in patients;with medullary thyroid carcinoma treated in a tertiary center. A thorough review;of published series and current therapeutic approaches is also addressed. Study;Design:: A retrospective review Setting:: An Academic Tertiary center;Subjects/Methods:: An analysis of oncologic outcomes from 25 patients treated in;our department for medullary thyroid carcinoma is performed, together with a;comparison of relevant studies over the literature. Results:: The incidence of;patients alive free of disease and the 5-year survival rate has been noticed to;be slightly higher than the rate reported in most series. Conclusions:: Total;thyroidectomy and neck dissection remains the gold standard in the treatment of;medullary thyroid carcinoma. Early diagnosis and aggressive surgical treatment;lead to lower rates of recurrence and invasiveness. Tyrosine-kinase inhibitor,;especially vantetanib, appears to be a promising target for treatment.|1.44
